City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Lucknow,Female,26,Clothing,28.74,3,10.71,2023-02-13,2.5,UPI,Yes,Not Returned
Jaipur,Female,61,Groceries,221.0,30,1827.1,2023-08-10,4.0,Wallet,Yes,Returned
Bengaluru,Female,43,Clothing,222.57,22,829.64,2023-07-04,3.7,Net Banking,No,Returned
Delhi,Male,42,Toys,225.07,6,159.78,2023-03-26,4.2,Credit Card,No,Returned
Bengaluru,Male,53,Toys,87.61,37,745.8,2023-10-02,2.9,Wallet,Yes,Not Returned
Kolkata,Male,58,Toys,319.2,31,1690.81,2023-02-20,1.9,Cash,No,Returned
Mumbai,Female,22,Clothing,427.67,37,4469.07,2023-09-01,3.7,Wallet,No,Not Returned
Mumbai,Female,55,Books,454.91,16,1623.37,2023-05-21,1.3,Credit Card,Yes,Not Returned
Chennai,Female,62,Clothing,325.16,35,1876.02,2023-07-12,3.3,Net Banking,Yes,Returned
Pune,Female,47,Books,7.67,22,29.38,2023-01-09,1.9,Cash,Yes,Returned
Pune,Male,38,Books,247.2,3,115.34,2023-09-03,3.0,Net Banking,Yes,Returned
Hyderabad,Female,64,Clothing,280.17,46,1900.29,2023-09-08,2.6,Wallet,No,Not Returned
Chennai,Male,57,Toys,177.04,49,2231.02,2023-10-24,3.6,UPI,No,Not Returned
Ahmedabad,Male,49,Toys,401.76,47,2251.66,2023-09-27,2.7,Cash,No,Not Returned
Delhi,Female,24,Toys,12.03,36,44.33,2023-05-26,4.8,Cash,Yes,Not Returned
Delhi,Male,21,Toys,336.28,31,1112.13,2023-08-17,3.5,UPI,Yes,Not Returned
Kolkata,Male,19,Electronics,329.16,45,2838.26,2023-04-07,2.1,Cash,Yes,Not Returned
Chennai,Male,65,Electronics,494.52,35,2151.18,2023-04-13,4.8,Wallet,No,Returned
Jaipur,Male,25,Groceries,433.61,35,4495.68,2023-12-28,2.4,Credit Card,No,Not Returned
Delhi,Male,64,Toys,13.82,11,44.69,2023-08-05,3.5,Net Banking,No,Not Returned
Jaipur,Female,22,Groceries,287.05,43,3695.37,2023-03-08,4.0,Net Banking,Yes,Not Returned
Jaipur,Female,50,Clothing,444.31,2,238.03,2023-10-15,1.6,Credit Card,No,Not Returned
Kolkata,Male,27,Electronics,160.25,35,882.93,2023-09-26,1.2,UPI,Yes,Not Returned
Delhi,Female,47,Electronics,198.81,5,219.16,2024-01-01,2.2,Net Banking,Yes,Returned
Lucknow,Male,60,Books,478.81,7,701.5,2023-12-18,1.1,UPI,Yes,Returned
Jaipur,Male,59,Books,38.05,28,159.12,2023-05-29,5.0,Net Banking,No,Not Returned
Jaipur,Female,37,Toys,207.49,1,38.41,2023-10-18,4.3,Cash,No,Not Returned
Hyderabad,Female,19,Clothing,58.75,39,447.91,2023-03-03,2.9,Cash,Yes,Returned
Pune,Female,64,Electronics,242.92,44,1464.92,2023-07-05,1.5,Cash,No,Returned
Delhi,Male,55,Groceries,287.26,1,63.86,2023-01-06,4.7,UPI,Yes,Not Returned
Hyderabad,Male,18,Electronics,302.94,2,114.9,2023-04-30,3.3,Cash,Yes,Not Returned
Mumbai,Male,56,Electronics,214.61,1,40.89,2023-09-01,4.3,UPI,No,Returned
Lucknow,Female,21,Clothing,133.61,4,125.72,2023-10-07,4.8,Wallet,Yes,Returned
Bengaluru,Female,34,Toys,336.75,38,2007.17,2023-04-17,3.5,Net Banking,No,Returned
Bengaluru,Female,49,Toys,298.79,47,2838.29,2023-01-05,2.2,Credit Card,Yes,Not Returned
Kolkata,Male,50,Clothing,464.53,13,893.66,2023-02-16,1.9,UPI,Yes,Returned
Jaipur,Female,58,Groceries,388.59,9,627.61,2023-03-30,2.0,Net Banking,Yes,Returned
Lucknow,Female,30,Toys,53.59,32,450.55,2023-07-18,1.6,Net Banking,Yes,Returned
Kolkata,Female,31,Electronics,463.2,42,4728.28,2023-05-12,2.2,Cash,No,Returned
Chennai,Male,39,Toys,103.66,19,389.44,2023-08-09,3.2,Wallet,Yes,Returned
Ahmedabad,Female,23,Electronics,481.02,48,4303.74,2023-11-01,2.6,Cash,Yes,Not Returned
Kolkata,Male,21,Clothing,102.68,26,653.49,2023-02-12,2.2,UPI,No,Not Returned
Delhi,Female,27,Electronics,356.69,2,116.67,2023-05-06,2.3,UPI,Yes,Not Returned
Delhi,Male,63,Books,446.19,38,3829.88,2023-12-25,3.3,Credit Card,Yes,Returned
Mumbai,Male,46,Toys,273.21,24,1822.74,2023-09-17,4.8,Cash,Yes,Returned
Jaipur,Male,25,Toys,219.64,38,2242.41,2023-01-30,4.7,Credit Card,Yes,Not Returned
Ahmedabad,Female,27,Toys,140.84,6,206.41,2023-03-02,2.3,UPI,Yes,Not Returned
Mumbai,Female,18,Clothing,166.87,3,138.55,2023-11-16,1.1,Net Banking,No,Returned
Delhi,Female,19,Toys,218.26,2,63.85,2023-12-03,2.9,UPI,Yes,Not Returned
Hyderabad,Female,37,Toys,396.38,25,1291.52,2023-12-06,4.9,UPI,No,Not Returned
Ahmedabad,Female,28,Electronics,283.94,37,2600.02,2023-10-06,4.0,Cash,Yes,Returned
Delhi,Female,50,Books,284.81,4,214.51,2023-10-30,3.3,Cash,No,Not Returned
Delhi,Male,47,Electronics,130.05,45,614.54,2023-04-09,2.1,Wallet,No,Not Returned
Pune,Female,30,Electronics,366.58,50,2006.2,2023-08-27,2.5,UPI,Yes,Not Returned
Lucknow,Male,61,Clothing,498.44,5,420.62,2023-01-19,4.8,Wallet,No,Not Returned
Lucknow,Male,18,Clothing,296.99,13,616.4,2023-03-04,1.2,Credit Card,Yes,Not Returned
Kolkata,Male,54,Clothing,59.78,31,300.18,2023-03-08,1.6,Net Banking,No,Returned
Delhi,Female,65,Toys,389.27,49,4061.32,2023-02-16,4.8,Net Banking,No,Not Returned
Hyderabad,Female,56,Clothing,492.12,4,350.45,2023-05-04,3.5,Net Banking,Yes,Not Returned
Jaipur,Male,49,Clothing,308.5,7,309.96,2023-02-17,3.7,Wallet,Yes,Not Returned
Mumbai,Female,31,Books,334.32,6,546.29,2023-03-02,4.9,UPI,Yes,Returned
Lucknow,Male,34,Books,158.78,30,518.09,2023-12-05,2.3,Cash,Yes,Returned
Bengaluru,Male,27,Books,296.73,23,1575.35,2023-05-31,1.8,Cash,No,Returned
Lucknow,Male,29,Electronics,494.71,33,4805.69,2023-11-25,1.4,UPI,No,Returned
Jaipur,Female,64,Electronics,373.38,45,4164.86,2023-07-27,3.5,Net Banking,Yes,Returned
Hyderabad,Female,55,Clothing,189.24,48,2618.84,2023-08-26,1.9,Cash,Yes,Not Returned
Hyderabad,Female,58,Clothing,183.91,31,1583.8,2023-10-31,2.1,Cash,No,Returned
Lucknow,Female,44,Electronics,224.97,24,884.56,2023-04-11,4.2,Wallet,Yes,Returned
Jaipur,Female,24,Books,49.36,1,4.99,2023-04-07,2.2,Wallet,No,Returned
Bengaluru,Male,42,Clothing,343.46,15,1302.3,2023-07-18,1.4,UPI,No,Not Returned
Lucknow,Female,46,Toys,471.46,9,595.33,2023-09-29,3.9,Cash,Yes,Not Returned
Lucknow,Male,59,Books,233.1,23,704.0,2023-01-05,4.1,Credit Card,No,Returned
Delhi,Male,32,Clothing,286.7,4,295.32,2023-03-01,3.8,Cash,Yes,Not Returned
Delhi,Female,61,Groceries,455.41,10,582.07,2023-03-27,4.5,Cash,Yes,Returned
Mumbai,Male,62,Groceries,273.4,22,1715.29,2023-07-18,2.6,Cash,Yes,Not Returned
Pune,Male,63,Books,434.24,2,182.12,2023-02-20,2.2,Cash,Yes,Not Returned
Mumbai,Female,52,Groceries,82.29,6,97.12,2023-06-07,2.0,UPI,No,Not Returned
Lucknow,Female,29,Clothing,151.83,40,927.96,2023-11-07,3.6,Wallet,No,Not Returned
Hyderabad,Male,42,Electronics,28.44,26,158.07,2023-02-12,3.8,Cash,No,Returned
Delhi,Female,26,Groceries,177.3,49,2275.82,2023-05-06,4.0,Cash,No,Returned
Pune,Female,51,Books,115.17,18,333.5,2023-07-18,2.9,Cash,Yes,Not Returned
Hyderabad,Male,58,Books,379.78,14,1574.03,2023-06-13,1.0,Wallet,No,Returned
Delhi,Male,47,Books,453.35,42,4614.18,2023-07-16,1.6,Wallet,No,Returned
Mumbai,Female,45,Toys,8.41,45,81.41,2023-10-20,3.9,Credit Card,Yes,Returned
Lucknow,Female,35,Toys,190.5,26,699.96,2023-11-20,3.1,Cash,No,Returned
Bengaluru,Female,58,Toys,50.44,45,509.24,2024-01-01,2.7,Wallet,Yes,Returned
Jaipur,Male,19,Clothing,325.28,35,2275.64,2023-06-09,1.1,Wallet,Yes,Not Returned
Kolkata,Male,20,Clothing,36.84,2,15.21,2023-08-22,3.2,Wallet,Yes,Not Returned
Jaipur,Female,27,Clothing,14.33,41,103.06,2023-03-06,4.2,Net Banking,No,Not Returned
Jaipur,Female,21,Clothing,179.99,27,1354.79,2023-09-01,4.3,UPI,Yes,Not Returned
Lucknow,Male,61,Groceries,221.73,29,955.55,2023-12-02,3.0,Cash,No,Not Returned
Lucknow,Female,35,Groceries,465.96,48,6067.06,2023-09-25,2.4,Credit Card,No,Returned
Lucknow,Male,46,Clothing,207.25,1,36.37,2023-09-02,2.7,Credit Card,No,Not Returned
Bengaluru,Male,37,Electronics,409.86,47,4617.62,2023-11-16,2.8,Net Banking,Yes,Not Returned
Bengaluru,Female,50,Groceries,85.09,37,645.37,2023-08-14,3.8,Cash,Yes,Not Returned
Chennai,Male,58,Books,238.99,31,1387.05,2023-07-26,3.3,Net Banking,Yes,Returned
Kolkata,Female,45,Books,169.47,22,1048.44,2023-05-15,2.7,Cash,Yes,Returned
Chennai,Male,21,Groceries,462.73,23,1551.33,2023-02-22,3.2,Credit Card,Yes,Not Returned
Hyderabad,Male,38,Groceries,362.24,25,2293.11,2023-07-08,2.1,Credit Card,Yes,Returned
Pune,Female,24,Groceries,56.34,19,144.18,2023-02-12,3.1,Net Banking,No,Not Returned
Pune,Female,60,Toys,55.09,50,524.5,2023-07-06,4.5,Credit Card,No,Returned
Lucknow,Female,62,Books,260.91,7,532.22,2023-05-07,3.6,Wallet,Yes,Not Returned
Ahmedabad,Female,60,Groceries,185.2,3,165.36,2023-06-02,2.2,UPI,No,Returned
Mumbai,Female,20,Clothing,8.91,32,82.31,2023-12-02,3.8,Wallet,No,Returned
Pune,Male,35,Groceries,202.73,21,1039.03,2023-06-13,3.2,Net Banking,Yes,Not Returned
Mumbai,Female,53,Toys,304.32,48,2185.49,2023-12-30,2.1,Credit Card,No,Returned
Ahmedabad,Female,19,Clothing,432.92,13,1486.43,2023-02-14,2.1,UPI,Yes,Not Returned
Mumbai,Female,62,Electronics,390.14,34,1769.89,2023-12-31,3.9,Net Banking,No,Not Returned
Chennai,Female,49,Electronics,388.06,22,2352.97,2023-06-02,4.6,UPI,No,Returned
Mumbai,Male,18,Electronics,36.02,42,197.29,2023-01-03,3.8,Credit Card,Yes,Returned
Delhi,Male,42,Groceries,281.24,1,70.31,2023-11-07,1.2,UPI,No,Returned
Hyderabad,Male,44,Toys,115.58,18,353.33,2023-06-08,2.4,Cash,Yes,Not Returned
Lucknow,Female,27,Books,424.45,10,531.22,2023-03-27,1.3,Credit Card,No,Returned
Mumbai,Female,44,Books,476.13,16,1285.39,2023-04-21,1.6,Net Banking,Yes,Returned
Ahmedabad,Male,25,Books,229.78,31,1148.3,2023-02-13,3.6,Net Banking,Yes,Returned
Chennai,Female,64,Groceries,259.72,44,2640.2,2023-12-24,3.5,Cash,No,Returned
Pune,Male,44,Electronics,249.43,21,917.27,2023-03-29,3.7,Net Banking,Yes,Not Returned
Delhi,Female,39,Electronics,459.5,41,2997.05,2023-08-22,1.1,Cash,Yes,Returned
Ahmedabad,Male,59,Clothing,231.63,38,2545.85,2023-02-22,3.5,Wallet,No,Returned
Hyderabad,Male,51,Groceries,109.03,22,397.86,2023-01-19,1.4,UPI,Yes,Not Returned
Delhi,Female,54,Books,473.22,23,2597.66,2023-06-16,4.0,Cash,Yes,Not Returned
Mumbai,Female,27,Electronics,417.02,25,1787.97,2023-10-27,3.3,Cash,No,Not Returned
Mumbai,Male,64,Groceries,293.07,36,2334.61,2023-12-02,3.7,Credit Card,Yes,Not Returned
Chennai,Female,30,Electronics,254.81,39,2378.34,2023-09-03,5.0,Credit Card,No,Returned
Jaipur,Male,30,Groceries,477.47,38,3031.91,2023-06-04,4.3,UPI,Yes,Returned
Pune,Male,56,Groceries,370.16,19,1536.28,2023-07-08,2.2,Wallet,No,Returned
Ahmedabad,Female,38,Books,183.89,35,1347.18,2023-03-29,1.6,Cash,Yes,Returned
Ahmedabad,Male,50,Groceries,163.72,32,1559.51,2023-06-06,4.6,Wallet,Yes,Not Returned
Ahmedabad,Male,53,Clothing,223.21,38,2532.71,2023-08-20,2.5,UPI,No,Returned
Mumbai,Female,25,Clothing,58.94,28,357.26,2023-03-22,3.3,Wallet,Yes,Returned
Jaipur,Female,65,Clothing,136.18,33,885.7,2023-04-25,2.5,Credit Card,No,Returned
Jaipur,Female,65,Groceries,147.31,42,1604.17,2023-10-06,1.3,Cash,No,Not Returned
Kolkata,Female,32,Groceries,442.66,35,3179.01,2023-07-07,1.2,Net Banking,No,Not Returned
Delhi,Male,39,Clothing,150.2,5,221.04,2023-08-14,4.0,UPI,Yes,Returned
Hyderabad,Male,21,Clothing,173.77,9,424.62,2023-09-01,2.3,UPI,No,Returned
Jaipur,Female,32,Clothing,143.25,20,743.65,2023-10-09,3.0,Wallet,Yes,Not Returned
Mumbai,Male,27,Groceries,255.08,47,2742.97,2023-07-08,3.6,Wallet,Yes,Returned
Chennai,Female,58,Electronics,235.46,48,1508.82,2023-08-29,1.1,Wallet,Yes,Returned
Jaipur,Female,26,Electronics,244.82,9,522.34,2023-05-06,2.6,Net Banking,No,Not Returned
Jaipur,Female,34,Groceries,249.0,19,1050.09,2023-02-14,2.8,Credit Card,Yes,Returned
Mumbai,Female,29,Books,490.01,36,1872.76,2023-03-24,4.5,Cash,Yes,Not Returned
Jaipur,Female,42,Groceries,109.66,50,688.08,2023-09-08,4.0,Cash,Yes,Not Returned
Bengaluru,Male,39,Electronics,85.61,4,90.09,2023-01-03,2.4,Wallet,Yes,Not Returned
Kolkata,Male,30,Toys,406.32,24,999.28,2023-04-02,4.5,Net Banking,Yes,Not Returned
Bengaluru,Female,22,Toys,188.9,24,1222.52,2023-02-14,3.1,Wallet,Yes,Returned
Jaipur,Female,20,Electronics,75.68,14,196.92,2023-11-30,1.4,Wallet,Yes,Returned
Bengaluru,Male,55,Groceries,358.57,46,2573.52,2023-12-13,3.6,Cash,Yes,Returned
Bengaluru,Female,44,Electronics,482.64,29,3675.04,2023-08-03,2.7,Net Banking,No,Not Returned
Chennai,Male,18,Toys,23.61,32,91.1,2023-11-27,2.5,Wallet,Yes,Returned
Hyderabad,Male,29,Groceries,312.18,33,1681.88,2023-02-15,3.0,Net Banking,Yes,Not Returned
Chennai,Male,30,Electronics,439.45,42,2453.79,2023-03-13,2.4,Net Banking,No,Not Returned
Pune,Female,63,Toys,156.21,46,1186.27,2023-01-13,2.5,Cash,Yes,Not Returned
Hyderabad,Female,26,Books,142.02,10,322.05,2023-12-07,1.0,Wallet,No,Returned
Delhi,Female,37,Groceries,459.4,29,3173.83,2023-07-11,4.4,UPI,No,Not Returned
Kolkata,Male,34,Clothing,173.78,42,952.81,2023-03-19,4.0,Wallet,Yes,Returned
Bengaluru,Female,18,Clothing,286.96,42,2990.0,2023-05-29,4.1,UPI,No,Not Returned
Lucknow,Female,62,Groceries,227.57,13,845.11,2023-06-26,1.7,UPI,No,Not Returned
Delhi,Male,21,Groceries,226.18,28,1865.56,2023-01-20,1.7,Wallet,No,Not Returned
Kolkata,Male,41,Groceries,42.93,38,433.04,2023-07-01,4.3,Net Banking,Yes,Not Returned
Bengaluru,Male,34,Groceries,203.11,35,944.87,2023-05-01,3.2,Cash,No,Returned
Kolkata,Male,19,Groceries,126.31,17,388.29,2023-08-13,1.9,Wallet,Yes,Not Returned
Jaipur,Male,51,Electronics,90.44,32,735.92,2023-03-07,4.4,Cash,No,Returned
Mumbai,Male,25,Electronics,185.99,27,738.65,2023-11-20,1.5,UPI,Yes,Not Returned
Jaipur,Female,39,Toys,352.7,42,4092.03,2023-11-05,3.7,Credit Card,Yes,Returned
Chennai,Male,24,Books,248.1,25,1342.94,2023-07-23,2.1,Cash,No,Returned
Kolkata,Male,19,Electronics,153.31,11,478.72,2023-08-15,3.6,UPI,No,Returned
Mumbai,Female,30,Electronics,465.04,5,320.84,2023-08-16,4.5,UPI,Yes,Returned
Mumbai,Female,63,Electronics,495.17,15,1249.07,2023-06-26,3.7,Wallet,No,Returned
Ahmedabad,Female,46,Clothing,432.24,28,2135.32,2023-05-28,1.2,UPI,No,Returned
Kolkata,Female,30,Books,182.97,30,1220.73,2023-08-31,1.6,UPI,Yes,Not Returned
Bengaluru,Female,54,Books,490.13,28,1665.37,2023-10-01,3.4,Wallet,Yes,Not Returned
Kolkata,Male,24,Books,279.07,8,559.84,2023-01-24,4.7,Credit Card,No,Returned
Hyderabad,Female,35,Toys,179.47,45,1576.87,2023-02-04,4.0,UPI,No,Returned
Ahmedabad,Male,30,Toys,408.76,20,2312.44,2023-06-16,2.2,Net Banking,Yes,Returned
Kolkata,Male,45,Electronics,247.65,35,1533.98,2024-01-01,3.5,Cash,Yes,Not Returned
Jaipur,Female,46,Groceries,60.51,46,659.2,2023-07-24,4.8,Wallet,Yes,Not Returned
Chennai,Female,40,Electronics,429.05,15,873.75,2023-04-11,1.5,Cash,Yes,Not Returned
Bengaluru,Female,34,Clothing,450.55,22,1993.11,2023-02-22,2.4,Wallet,No,Not Returned
Chennai,Female,61,Groceries,79.56,31,712.18,2023-08-23,3.8,UPI,No,Returned
Pune,Male,56,Books,88.07,8,144.27,2023-06-13,4.7,Cash,Yes,Returned
Pune,Male,43,Toys,11.47,34,94.17,2023-07-24,4.9,Cash,Yes,Returned
Jaipur,Male,31,Electronics,20.31,37,102.61,2023-04-22,1.9,Cash,Yes,Returned
Kolkata,Female,19,Clothing,358.03,26,2192.47,2023-03-22,1.3,Credit Card,No,Not Returned
Delhi,Female,46,Toys,119.93,8,278.92,2023-06-18,2.0,Net Banking,Yes,Not Returned
Jaipur,Female,59,Groceries,26.23,26,84.08,2023-09-27,4.5,Credit Card,No,Returned
Bengaluru,Male,31,Toys,293.75,38,1866.28,2023-02-25,2.9,Credit Card,Yes,Returned
Hyderabad,Male,58,Books,192.57,17,380.74,2023-10-11,3.4,Wallet,No,Not Returned
Jaipur,Male,60,Groceries,229.44,42,1997.03,2023-04-17,4.7,Credit Card,Yes,Returned
Lucknow,Male,65,Clothing,453.72,6,450.07,2023-09-09,2.0,Credit Card,Yes,Returned
Pune,Male,64,Toys,352.86,10,708.1,2023-10-29,2.2,Credit Card,Yes,Returned
Mumbai,Male,21,Books,262.73,8,381.03,2023-02-02,1.8,Net Banking,Yes,Not Returned
Ahmedabad,Male,24,Books,274.11,39,3186.1,2023-07-28,2.9,Wallet,No,Not Returned
Bengaluru,Female,59,Clothing,426.86,1,56.82,2023-07-28,4.6,Net Banking,Yes,Returned
Bengaluru,Female,64,Clothing,283.68,47,3804.65,2023-07-28,2.7,Credit Card,Yes,Returned
Hyderabad,Female,36,Electronics,419.39,35,3797.88,2023-10-28,4.7,UPI,No,Not Returned
Pune,Female,31,Books,27.87,35,131.67,2023-12-22,4.5,Cash,No,Returned
Mumbai,Male,55,Clothing,135.31,44,628.32,2023-08-17,2.1,Wallet,Yes,Not Returned
Delhi,Male,59,Clothing,179.51,30,696.96,2023-08-31,3.7,UPI,Yes,Returned
Chennai,Female,32,Books,372.11,9,648.17,2023-03-30,1.2,Wallet,No,Returned
Lucknow,Male,60,Electronics,183.58,5,176.93,2023-05-26,3.6,Wallet,No,Returned
Bengaluru,Male,44,Groceries,473.22,31,2184.7,2023-05-21,2.0,Wallet,No,Returned
Kolkata,Male,33,Books,296.35,50,4314.16,2023-11-27,4.9,UPI,Yes,Returned
Delhi,Female,63,Toys,187.34,7,226.3,2023-08-26,2.1,Net Banking,Yes,Returned
Chennai,Male,61,Toys,199.53,27,843.08,2023-11-15,3.1,Cash,No,Not Returned
Mumbai,Male,33,Books,14.46,25,72.68,2023-12-23,1.2,UPI,No,Returned
Ahmedabad,Female,40,Electronics,314.06,26,871.41,2023-01-19,2.8,Cash,No,Not Returned
Lucknow,Male,62,Groceries,322.29,15,1341.2,2023-03-09,4.3,Credit Card,Yes,Not Returned
Kolkata,Female,42,Clothing,326.01,17,796.47,2023-05-07,3.4,Net Banking,Yes,Returned
Hyderabad,Female,32,Electronics,220.95,39,1247.1,2023-08-16,3.9,Net Banking,Yes,Not Returned
Delhi,Female,52,Electronics,468.66,42,2285.17,2023-08-27,4.2,UPI,No,Not Returned
Lucknow,Male,35,Electronics,32.12,22,124.63,2023-12-13,1.7,Credit Card,No,Not Returned
Bengaluru,Male,58,Toys,439.51,49,4361.86,2023-06-01,1.7,Net Banking,Yes,Not Returned
Delhi,Male,46,Books,440.95,26,3007.21,2023-10-13,4.9,Net Banking,Yes,Not Returned
Hyderabad,Female,35,Groceries,289.31,15,1166.22,2023-02-12,4.9,Cash,Yes,Not Returned
Mumbai,Male,27,Books,58.33,34,418.79,2023-03-29,3.2,Net Banking,Yes,Returned
Kolkata,Male,33,Books,149.25,50,917.03,2023-01-01,1.7,UPI,Yes,Returned
Lucknow,Male,22,Toys,17.3,37,183.13,2023-03-18,4.7,Wallet,Yes,Not Returned
Mumbai,Female,29,Toys,126.14,10,268.62,2023-04-24,3.7,UPI,Yes,Returned
Hyderabad,Male,52,Books,85.69,10,131.56,2023-01-21,2.6,Credit Card,Yes,Not Returned
Delhi,Female,37,Groceries,205.53,2,74.07,2023-10-31,3.7,Wallet,Yes,Not Returned
Ahmedabad,Female,56,Electronics,319.88,11,768.41,2023-03-31,2.9,Wallet,Yes,Not Returned
Kolkata,Male,61,Groceries,97.29,41,1126.33,2023-08-10,3.9,Wallet,Yes,Not Returned
Jaipur,Male,61,Groceries,248.08,48,3324.8,2023-04-20,3.3,Credit Card,No,Not Returned
Kolkata,Male,46,Books,30.91,48,203.69,2023-10-05,2.1,Wallet,Yes,Not Returned
Pune,Female,30,Clothing,325.88,27,2269.4,2023-06-19,4.8,Credit Card,Yes,Returned
Chennai,Male,52,Clothing,485.88,39,2082.5,2023-11-19,4.8,Cash,No,Not Returned
Hyderabad,Female,60,Groceries,372.32,18,828.46,2023-03-11,1.9,Net Banking,Yes,Not Returned
Bengaluru,Female,29,Clothing,20.9,43,227.74,2023-12-11,3.2,Wallet,No,Returned
Hyderabad,Female,57,Books,169.91,50,875.11,2023-07-02,4.1,Cash,Yes,Returned
Kolkata,Male,44,Toys,104.87,42,1120.52,2023-11-09,4.8,Net Banking,No,Returned
Hyderabad,Male,58,Groceries,386.28,45,3072.43,2023-12-04,4.2,Wallet,No,Not Returned
Mumbai,Male,28,Clothing,9.34,11,28.31,2023-08-11,4.1,Wallet,No,Not Returned
Delhi,Male,48,Electronics,422.79,32,1430.56,2023-03-23,2.9,UPI,Yes,Returned
Mumbai,Male,18,Electronics,112.86,1,30.28,2023-02-26,1.2,UPI,Yes,Returned
Jaipur,Male,25,Electronics,102.66,35,965.49,2023-09-29,2.9,UPI,No,Returned
Chennai,Male,47,Groceries,292.36,11,595.25,2023-05-27,4.9,UPI,No,Returned
Chennai,Male,56,Books,461.59,24,1923.83,2023-04-24,3.0,UPI,No,Returned
Kolkata,Female,28,Clothing,460.47,48,6011.33,2023-07-04,3.2,Credit Card,Yes,Returned
Ahmedabad,Male,62,Books,467.95,31,2406.23,2023-05-11,4.2,Net Banking,Yes,Returned
Chennai,Male,36,Toys,205.46,20,809.79,2023-11-03,2.0,Cash,Yes,Returned
Mumbai,Male,18,Electronics,374.22,15,1439.36,2023-02-20,4.8,UPI,No,Returned
Lucknow,Female,64,Electronics,370.03,30,2551.82,2023-05-11,3.9,UPI,Yes,Not Returned
Delhi,Male,40,Electronics,254.24,1,44.29,2023-03-31,1.8,Cash,No,Not Returned
Delhi,Female,25,Groceries,380.49,8,761.07,2023-05-09,4.8,Wallet,Yes,Not Returned
Delhi,Female,46,Clothing,285.74,37,1076.95,2023-04-25,2.9,Wallet,Yes,Not Returned
Kolkata,Female,27,Groceries,359.42,25,1887.19,2023-11-28,4.3,Wallet,Yes,Not Returned
Bengaluru,Male,42,Electronics,405.22,13,1427.79,2023-03-14,2.0,Cash,Yes,Returned
Ahmedabad,Male,62,Groceries,163.21,15,319.18,2023-07-04,4.5,Cash,Yes,Not Returned
Kolkata,Female,58,Toys,122.01,9,128.87,2023-04-04,2.8,UPI,No,Returned
Pune,Female,24,Electronics,281.32,50,3588.03,2023-06-02,4.5,Net Banking,Yes,Not Returned
Ahmedabad,Female,61,Clothing,262.71,32,2420.74,2023-04-22,1.9,Wallet,No,Returned
Kolkata,Male,37,Groceries,329.7,45,1963.3,2023-03-27,2.4,Cash,Yes,Returned
Delhi,Female,32,Groceries,374.63,14,592.41,2023-04-10,1.3,Cash,Yes,Returned
Chennai,Female,60,Toys,488.62,5,464.22,2023-05-01,4.1,UPI,Yes,Not Returned
Bengaluru,Male,55,Toys,388.08,16,750.7,2023-07-06,2.8,Net Banking,No,Not Returned
Bengaluru,Female,50,Toys,369.99,1,97.64,2023-10-19,3.7,Cash,No,Returned
Delhi,Female,18,Groceries,61.72,2,24.31,2023-12-08,2.3,Credit Card,No,Not Returned
Jaipur,Female,25,Books,25.56,34,149.68,2023-02-26,1.4,Wallet,Yes,Returned
Mumbai,Female,61,Electronics,176.63,31,649.98,2023-06-13,2.9,Net Banking,Yes,Returned
Ahmedabad,Male,31,Electronics,48.74,49,518.66,2023-11-24,1.5,Net Banking,Yes,Returned
Mumbai,Male,44,Toys,490.21,1,91.58,2023-03-19,3.2,Net Banking,Yes,Not Returned
Lucknow,Female,63,Books,217.2,48,1170.62,2023-10-20,3.5,Cash,No,Returned
Kolkata,Male,35,Clothing,239.66,21,1173.39,2023-11-08,1.1,Net Banking,Yes,Not Returned
Hyderabad,Female,34,Books,387.98,49,2152.19,2023-03-26,1.9,UPI,Yes,Returned
Mumbai,Female,61,Books,389.13,11,1170.2,2023-01-23,3.1,Credit Card,Yes,Not Returned
Mumbai,Female,50,Groceries,477.69,33,3738.68,2023-10-08,3.9,Credit Card,Yes,Returned
Chennai,Female,30,Groceries,208.79,27,1174.62,2023-05-16,2.1,Credit Card,Yes,Returned
Ahmedabad,Male,42,Clothing,435.98,41,2184.33,2023-10-05,4.9,Cash,Yes,Not Returned
Mumbai,Male,27,Electronics,8.5,47,111.17,2023-12-06,3.3,Credit Card,Yes,Not Returned
Chennai,Male,40,Groceries,159.13,10,320.45,2023-10-27,3.8,UPI,Yes,Returned
Delhi,Male,39,Groceries,248.96,1,69.73,2023-02-13,1.7,Cash,No,Returned
Hyderabad,Female,18,Clothing,162.93,32,766.72,2023-04-02,3.8,Wallet,Yes,Not Returned
Delhi,Male,33,Clothing,31.0,39,360.96,2023-06-15,4.3,Cash,Yes,Returned
Chennai,Male,42,Groceries,322.04,35,3363.44,2023-10-21,1.4,Wallet,Yes,Returned
Mumbai,Female,44,Books,430.53,26,2657.46,2023-04-12,1.1,UPI,Yes,Returned
Jaipur,Female,38,Books,210.52,29,1079.94,2023-02-11,1.9,Credit Card,Yes,Returned
Hyderabad,Female,35,Clothing,411.44,45,2781.39,2023-02-16,2.2,Net Banking,Yes,Returned
Kolkata,Male,65,Clothing,303.69,23,1096.79,2023-02-20,2.2,UPI,No,Returned
Delhi,Male,27,Groceries,131.41,21,783.75,2023-07-30,3.6,Wallet,No,Returned
